data_origin;substance_id;matrix_id;min_value_ng_l;max_value_ng_l;point_value_ng_l;reference_id;DOI;Year;comments
literature;pfos;hwwt;;;194;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfoa;hwwt;;;57;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfos;hwwt;;;215;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfoa;hwwt;;;41;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfos;hwwt;;;376;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfoa;hwwt;;;89;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfos;hwwt;;;214;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfoa;hwwt;;;18;J. Yu et al.,water research 43 (2009) 2399-2408 ;10.1016/j.watres.2009.03.009;2009;Tables 2-3-4
literature;pfhxa;hwwt;;;6;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfhpa;hwwt;;;7;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;11;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhps;hwwt;;;8;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfhxa;hwwt;;;5;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;11;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxs;hwwt;;;5;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfhxa;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;11;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfhxs;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;5;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfhxs;hwwt;;;5;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;6;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;12;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfos;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;4;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;12;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;7;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;4;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;9;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfna;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;4;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;12;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfna;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfda;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;5;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;4;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfoa;hwwt;;;21;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfda;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxs;hwwt;;;9;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhps;hwwt;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfos;hwwt;;;6;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;rww;;;13;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;rww;;;12;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;rww;;;37;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfna;rww;;;19;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfda;rww;;;5;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfuda;rww;;;1;R. Guo et al.,water research 44 (2010) 3476e3487;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxs;rww;;;5;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;rww;;;40;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;lww;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;lww;;;8;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfna;lww;;;1;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;lww;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;6;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhpa;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;6;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfhxs;hwwt;;;23;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhps;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;13;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfoa;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxs;hwwt;;;10;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028 ;2010;Table 3 
literature;pfoa;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486 ;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxs;hwwt;;;2;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfos;hwwt;;;3;R. Guo et al.,water research 44 (2010) 3476e3486;10.1016/j.watres.2010.03.028;2010;Table 3 
literature;pfhxa;hwwt;;;24;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhpa;hwwt;;;18;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfoa;hwwt;;;27;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhxs;hwwt;;;8;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfos;hwwt;;;5;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhxa;hwwt;;;33;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhpa;hwwt;;;3;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfoa;hwwt;;;35;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfos;hwwt;;;6;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhxa;hwwt;;;16;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhpa;hwwt;;;6;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfoa;hwwt;;;71;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfos;hwwt;;;13;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhxa;hwwt;;;16;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfhpa;hwwt;;;3;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfoa;hwwt;;;26;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfos;hwwt;;;3;H. Sun et al., water research 45 (2011) 4483e4490;10.1016/j.watres.2011.05.036;2011;Table 3
literature;pfpa;iww;;;14;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxa;iww;;;70;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhpa;iww;;;32;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfoa;iww;;;142;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfna;iww;;;15;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfda;iww;;;63;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfuna;iww;;;3;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfdoa;iww;;;10;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxs;iww;;;32;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfos;iww;;;465;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfpa;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxa;iww;;;0;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhpa;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfoa;iww;;;7;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfna;iww;;;175;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfda;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfuna;iww;;;82;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfdoa;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxs;iww;;;26;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfos;iww;;;381;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfpa;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxa;iww;;;0;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhpa;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfoa;iww;;;7;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfna;iww;;;175;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfda;iww;;;1;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfuna;iww;;;82;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxs;iww;;;26;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfos;iww;;;381;C. Kunacheva et al., Chemosphere 83 (2011) 737-744;10.1016/j.chemosphere.2011.02.059;2011;Table 3
literature;pfhxa;hww;;;41;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhpa;hww;;;5;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfoa;hww;;;30;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfna;hww;;;4;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfda;hww;;;3;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfunda;hww;;;1;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfbs;hww;;;7;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhxs;hww;;;7;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfos;hww;;;9;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhxa;iww;;;160;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhpa;iww;;;27;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfoa;iww;;;62;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfna;iww;;;10;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfda;iww;;;11;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfunda;iww;;;3;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfbs;iww;;;110;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhxs;iww;;;98;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfos;iww;;;110;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhxa;rww;;;270;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhpa;rww;;;58;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfoa;rww;;;550;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfna;rww;;;20;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfda;rww;;;27;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfunda;rww;;;3;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfdoda;rww;;;1;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfbs;rww;;;37;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfhxs;rww;;;9;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfos;rww;;;89;S. K. Kim et al., Journal of Hazardous Materials 82 (2012) 91, 201;10.1016/j.jhazmat.2011.11.036;2012;SI
literature;pfpea;rww;;;27;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfhxa;rww;;;2;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfhpa;rww;;;2;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfoa;rww;;;17;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfna;rww;;;3;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfda;rww;;;3;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfuda;rww;;;9;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfdoa;rww;;;7;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pftrda;rww;;;11;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfteda;rww;;;19;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfhxs;rww;;;16;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfos;rww;;;13;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfds;rww;;;2;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfosa;rww;;;2;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfpea;rww;;;25;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfhpa;rww;;;1;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfoa;rww;;;4;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfuda;rww;;;9;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfhxs;rww;;;7;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfhps;rww;;;3;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfos;rww;;;4;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfds;rww;;;18;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfosa;rww;;;2;O.S.Arvaniti, Journal of Hazardous Materials 239-240 (2012), 24-31;10.1016/j.jhazmat.2012.02.015;2012;Table2
literature;pfos ;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e17;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e18;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e19;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e20;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e21;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e22;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e23;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e24;10.1016/j.envpol.2012.12.019;2013;SI
