data_origin;substance_id;matrix_id;min_value_ng_l;max_value_ng_l;point_value_ng_l;reference_id;DOI;Year;comments
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e25;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e26;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;2;W. Zhang et al., Environmental Pollution 176 (2013) 10e27;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e28;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e29;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e30;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e31;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e32;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e33;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e34;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e35;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e36;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e37;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e38;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e39;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e40;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e41;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e42;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e43;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e44;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e45;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e46;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e47;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e48;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e49;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e50;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e51;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e52;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e53;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e54;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e55;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e56;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e57;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e58;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e59;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e60;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e61;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e62;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e63;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;2;W. Zhang et al., Environmental Pollution 176 (2013) 10e64;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e65;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e66;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e67;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e68;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e69;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e70;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e71;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e72;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e73;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e74;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e75;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e76;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e77;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e78;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e79;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e80;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;10;W. Zhang et al., Environmental Pollution 176 (2013) 10e81;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;2;W. Zhang et al., Environmental Pollution 176 (2013) 10e82;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e83;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e84;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e85;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e86;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e87;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e88;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e89;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e90;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e91;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e92;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e93;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e94;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e95;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e96;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e97;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e98;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e99;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e100;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e101;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e102;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e103;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e104;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e105;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e106;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;8;W. Zhang et al., Environmental Pollution 176 (2013) 10e107;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e108;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e109;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e110;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e111;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e113;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e114;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e115;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e116;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e117;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e118;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e119;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e120;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e121;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e122;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;2;W. Zhang et al., Environmental Pollution 176 (2013) 10e123;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e124;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e125;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e126;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e127;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e128;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e129;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e130;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e131;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e132;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e133;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e134;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e135;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e136;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e137;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e138;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e139;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e140;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e141;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e142;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e143;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e144;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e145;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e146;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e147;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e148;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e149;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e150;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e151;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e152;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e153;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e154;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e155;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e156;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e157;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e158;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e159;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;2;W. Zhang et al., Environmental Pollution 176 (2013) 10e160;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e161;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e162;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e163;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e164;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e165;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e166;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e167;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e168;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e169;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e170;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e171;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e172;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e173;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e174;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e175;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e176;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;10;W. Zhang et al., Environmental Pollution 176 (2013) 10e177;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;2;W. Zhang et al., Environmental Pollution 176 (2013) 10e178;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e179;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e180;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e181;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e182;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e183;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e184;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e185;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e186;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e187;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e188;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e189;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e190;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e191;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e192;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e193;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e194;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e195;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e196;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e197;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e198;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e199;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e200;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e201;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e202;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;8;W. Zhang et al., Environmental Pollution 176 (2013) 10e203;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e204;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e205;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e206;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;4;W. Zhang et al., Environmental Pollution 176 (2013) 10e207;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;33;W. Zhang et al., Environmental Pollution 176 (2013) 10e208;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e209;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e210;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e211;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e212;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e213;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e214;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfdoda;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e215;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfunda;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e216;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfda;rww;;;3;W. Zhang et al., Environmental Pollution 176 (2013) 10e217;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfna;rww;;;5;W. Zhang et al., Environmental Pollution 176 (2013) 10e218;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfoa;rww;;;91;W. Zhang et al., Environmental Pollution 176 (2013) 10e219;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhpa;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e220;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfhxa;rww;;;68;W. Zhang et al., Environmental Pollution 176 (2013) 10e221;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpea;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e222;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfba;rww;;;18;W. Zhang et al., Environmental Pollution 176 (2013) 10e223;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfpra;rww;;;34;W. Zhang et al., Environmental Pollution 176 (2013) 10e224;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfos ;rww;;;7;W. Zhang et al., Environmental Pollution 176 (2013) 10e225;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfbs;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e226;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfprs;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e227;10.1016/j.envpol.2012.12.019;2013;SI
literature;pfets;rww;;;6;W. Zhang et al., Environmental Pollution 176 (2013) 10e228;10.1016/j.envpol.2012.12.019;2013;SI
literature;fosa;rww;;;0;W. Zhang et al., Environmental Pollution 176 (2013) 10e229;10.1016/j.envpol.2012.12.019;2013;SI
literature;etfosaa;rww;;;1;W. Zhang et al., Environmental Pollution 176 (2013) 10e230;10.1016/j.envpol.2012.12.019;2013;SI
